lake,gear,sample,lat,long,Alosa_pseudoharengus,Ambloplites_rupestris,Ameiurus_melas,Ameiurus_natalis,Ameiurus_nebulosus,Amia_calva,Aplodinotus_grunniens,Catostomus_commersonii,Chrosomus_eos,Coregonus_artedi,Coregonus_clupeaformis,Cottidae,Cottus_cognatus,Culaea_inconstans,Cyprinella_spiloptera,Cyprinus_carpio,Dorosoma_cepedianum,Erimyzon_sucetta,Esox_americanus,Esox_lucius,Esox_masquinongy,Etheostoma_caeruleum,Etheostoma_exile,Etheostoma_nigrum,Fundulus_diaphanus,Hypentelium_nigricans,Ichthyomyzon_castaneus,Ictalurus_punctatus,Labidesthes_sicculus,Lepisosteus_oculatus,Lepisosteus_osseus,Lepomis_cyanellus,Lepomis_gibbosus,Lepomis_gulosus,Lepomis_macrochirus,Lepomis_megalotis,Lepomis_microlophus,Lota_lota,Luxilus_cornutus,Micropterus_dolomieu,Micropterus_salmoides,Morone_americana,Moxostoma_anisurum,Moxostoma_erythrurum,Moxostoma_macrolepidotum,Moxostoma_valenciennesi,Neogobius_melanostomus,Nocomis_biguttatus,Notemigonus_crysoleucas,Notropis_atherinoides,Notropis_heterodon,Notropis_heterolepis,Notropis_hudsonius,Notropis_stramineus,Notropis_volucellus,Noturus_gyrinus,Oncorhynchus_mykiss,Oncorhynchus_tshawytscha,Perca_flavescens,Percina_caprodes,Petromyzon_marinus,Pimephales_notatus,Pomoxis_nigromaculatus,Pungitius_pungitius,Rhinichthys_atratulus,Rhinichthys_cataractae,Salmo_salar,Salmo_trutta,Salvelinus_fontinalis,Salvelinus_fontinalis_._Salvelinus_namaycush,Salvelinus_namaycush,Sander_vitreus,Semotilus_atromaculatus,Umbra_limi,group,dist2trad,Carpiodes_carpio,Mylopharyngodon_piceus,Cottus_bairdii,Percina_maculata,Osmerus_mordax,Etheostoma_spectabile,Carassius_auratus
Fourth Lake,surface,FOU_23,41.88713333,-84.5956,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,902,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,0,9360,NA,NA,NA,NA,0,284,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,0,0,3,16.1135067865152,0,0,0,0,0,0,0
Fourth Lake,surface,FOU_24,41.88736667,-84.59525,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,732,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,356,9308,NA,NA,NA,NA,0,1134,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,150,NA,NA,NA,0,0,NA,NA,NA,0,0,592,3,49.5555678412912,0,0,0,0,0,0,0
Fourth Lake,benthic,FOU_33,41.88703333,-84.59673333,NA,0,NA,NA,NA,3549,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,354,0,0,96,0,0,NA,NA,0,NA,NA,NA,0,NA,0,5188,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,0,0,3,96.6728823472925,0,0,0,0,0,0,0
Fourth Lake,benthic,FOU_34,41.88683333,-84.596,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,0,3404,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,0,0,3,39.7052365515218,0,0,0,0,0,0,0
Fourth Lake,benthic,FOU_40,41.88748333,-84.5946,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,731,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,788,4113,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,0,0,3,97.38505921089,0,0,0,0,0,0,0
Fourth Lake,Experimental gillnet,2,41.887,-84.59592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,NA,NA,NA,NA,NA,NA,NA
Fourth Lake,surface,FOU_20,41.88705,-84.59698333,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,0,3918,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,0,0,4,88.427846664202,0,0,0,0,0,0,0
Fourth Lake,surface,FOU_23,41.88713333,-84.5956,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,902,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,0,9360,NA,NA,NA,NA,0,284,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,0,0,4,30.408791692017,0,0,0,0,0,0,0
Fourth Lake,surface,FOU_24,41.88736667,-84.59525,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,732,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,356,9308,NA,NA,NA,NA,0,1134,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,150,NA,NA,NA,0,0,NA,NA,NA,0,0,592,4,68.9267639830877,0,0,0,0,0,0,0
Fourth Lake,benthic,FOU_33,41.88703333,-84.59673333,NA,0,NA,NA,NA,3549,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,354,0,0,96,0,0,NA,NA,0,NA,NA,NA,0,NA,0,5188,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,0,0,4,67.6054574594823,0,0,0,0,0,0,0
Fourth Lake,benthic,FOU_34,41.88683333,-84.596,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,0,3404,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,0,0,4,19.6671025970855,0,0,0,0,0,0,0
Fourth Lake,Experimental gillnet,3,41.8853,-84.59426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,NA,NA,NA,NA,NA,NA,NA
Fourth Lake,surface,FOU_08,41.88501667,-84.59385,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,0,506,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,0,0,5,46.3506672331879,0,0,0,0,0,0,0
Fourth Lake,surface,FOU_09,41.88448333,-84.59453333,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,0,3619,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,0,1234,5,93.503125946566,0,0,0,0,0,0,0
Fourth Lake,surface,FOU_28,41.886,-84.59438333,NA,7,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,0,2079,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,784,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,0,0,5,78.4214157369844,0,0,0,0,0,0,0
Fourth Lake,benthic,FOU_37,41.8852,-84.59396667,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,4462,5201,NA,NA,NA,NA,0,153,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,0,2310,5,26.7601669597734,0,0,0,0,0,8,0
Fourth Lake,Experimental gillnet,13,41.88625,-84.59329,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,6,0,NA,NA,NA,NA,NA,NA,NA
Fourth Lake,surface,FOU_06,41.88585,-84.59276667,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,0,1014,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,0,0,6,62.1333598429159,0,0,0,0,0,0,0
Fourth Lake,surface,FOU_07,41.88631667,-84.59333333,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,0,6847,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,0,712,6,8.23225084383052,0,0,0,0,0,0,0
Fourth Lake,surface,FOU_27,41.88683333,-84.59323333,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,769,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,0,3658,NA,NA,NA,NA,0,2383,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,0,0,6,64.9622120496693,0,0,0,0,0,0,0
Fourth Lake,surface,FOU_28,41.886,-84.59438333,NA,7,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,0,2079,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,784,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,0,0,6,94.8979062995845,0,0,0,0,0,0,0
Fourth Lake,benthic,FOU_38,41.88691667,-84.59288333,NA,0,NA,NA,NA,278,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,0,21,0,0,NA,NA,0,NA,NA,NA,0,NA,71,8355,NA,NA,NA,NA,0,320,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,0,102,6,81.3781580874383,0,0,0,0,0,34,0
Fourth Lake,Experimental gillnet,14,41.8848,-84.5975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,NA,NA,NA,NA,NA,NA,NA
Fourth Lake,surface,FOU_12,41.88481667,-84.59685,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,0,5618,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,2379,NA,NA,NA,0,0,NA,NA,NA,0,0,0,7,53.9817288285769,0,0,0,0,0,0,0
Fourth Lake,surface,FOU_13,41.88486667,-84.5979,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,0,1020,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,14,0,0,7,34.0157855496785,0,0,8,0,0,0,0
Fourth Lake,surface,FOU_22,41.8855,-84.59716667,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,1902,0,0,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,0,2260,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,0,0,7,82.5260482950081,0,0,0,0,0,0,0
Fourth Lake,benthic,FOU_30,41.88495,-84.59728333,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,0,5471,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,0,0,7,24.5150957178566,0,0,0,0,0,0,0
Fourth Lake,benthic,FOU_31,41.88535,-84.59721667,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,0,1349,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,0,0,7,65.4595753133916,0,0,0,0,0,0,0
Fourth Lake,Large mesh fyke net,1,41.88489,-84.59686,0,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,52,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,0,NA,NA,NA,NA,NA,NA,NA
Fourth Lake,surface,FOU_12,41.88481667,-84.59685,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,0,5618,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,2379,NA,NA,NA,0,0,NA,NA,NA,0,0,0,8,8.18709856755486,0,0,0,0,0,0,0
Fourth Lake,surface,FOU_13,41.88486667,-84.5979,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,0,1020,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,14,0,0,8,86.3587367079518,0,0,8,0,0,0,0
Fourth Lake,surface,FOU_22,41.8855,-84.59716667,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,1902,0,0,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,0,2260,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,0,0,8,72.3773006544774,0,0,0,0,0,0,0
Fourth Lake,benthic,FOU_30,41.88495,-84.59728333,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,0,5471,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,0,0,8,35.7627275754563,0,0,0,0,0,0,0
Fourth Lake,benthic,FOU_31,41.88535,-84.59721667,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,0,1349,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,0,0,8,59.0497050357224,0,0,0,0,0,0,0
Fourth Lake,Large mesh fyke net,6,41.88747,-84.59444,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,121,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,NA,NA,NA,NA,NA,NA,NA
Fourth Lake,surface,FOU_02,41.8878,-84.59381667,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,0,1644,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,0,0,9,63.4027170807363,0,0,0,0,0,0,0
Fourth Lake,surface,FOU_24,41.88736667,-84.59525,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,732,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,356,9308,NA,NA,NA,NA,0,1134,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,150,NA,NA,NA,0,0,NA,NA,NA,0,0,592,9,68.1998603734189,0,0,0,0,0,0,0
Fourth Lake,surface,FOU_25,41.88761667,-84.59443333,NA,0,NA,NA,NA,1627,0,NA,NA,NA,NA,NA,NA,0,0,688,0,633,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,0,10260,NA,NA,NA,NA,0,560,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,0,0,9,16.3003579090578,0,0,0,0,0,0,0
Fourth Lake,benthic,FOU_39,41.88746667,-84.5939,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,5536,NA,0,0,0,119,0,0,NA,NA,0,NA,NA,NA,0,NA,0,4558,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,0,0,9,44.8196383656385,0,0,0,0,0,0,0
Fourth Lake,benthic,FOU_40,41.88748333,-84.5946,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,731,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,788,4113,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,0,0,9,13.3617222246954,0,0,0,0,0,0,0
Fourth Lake,Large mesh fyke net,7,41.88611,-84.59966,0,1,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,NA,NA,NA,NA,NA,NA,NA
Fourth Lake,surface,FOU_16,41.88566667,-84.59941667,NA,7,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,9,0,0,570,0,0,NA,NA,0,NA,NA,NA,0,NA,0,4205,NA,NA,NA,NA,0,529,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,0,0,10,53.2222818311813,0,0,0,0,0,0,0
Fourth Lake,surface,FOU_17,41.88635,-84.59955,NA,0,NA,NA,NA,2359,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,0,115,0,0,NA,NA,0,NA,NA,NA,0,NA,440,4383,NA,NA,NA,NA,0,7737,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,0,530,10,28.177375313891,0,0,0,0,0,0,0
Fourth Lake,Large mesh fyke net,8,41.88597,-84.59277,0,0,0,29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,46,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0,NA,NA,NA,NA,NA,NA,NA
Fourth Lake,surface,FOU_05,41.88581667,-84.59216667,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,503,NA,0,0,0,95,0,0,NA,NA,0,NA,NA,NA,0,NA,0,1028,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,0,0,11,52.8923207608269,0,0,0,0,0,0,0
Fourth Lake,surface,FOU_06,41.88585,-84.59276667,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,0,1014,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,0,0,11,13.3315216815358,0,0,0,0,0,0,0
Fourth Lake,surface,FOU_07,41.88631667,-84.59333333,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,0,6847,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,0,712,11,60.5699447289667,0,0,0,0,0,0,0
Fourth Lake,Large mesh fyke net,9,41.88717,-84.59688,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,114,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,12,0,NA,NA,NA,NA,NA,NA,NA
Fourth Lake,surface,FOU_19,41.8874,-84.59728333,NA,0,NA,NA,NA,1140,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,0,7644,NA,NA,NA,NA,0,1453,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,0,0,12,42.1094245892706,0,0,0,0,0,0,0
Fourth Lake,surface,FOU_20,41.88705,-84.59698333,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,0,3918,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,0,0,12,15.8493384972383,0,0,0,0,0,0,0
Fourth Lake,surface,FOU_21,41.88633333,-84.597,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,0,1206,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,0,0,12,93.462913956028,0,0,0,0,0,0,0
Fourth Lake,benthic,FOU_33,41.88703333,-84.59673333,NA,0,NA,NA,NA,3549,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,354,0,0,96,0,0,NA,NA,0,NA,NA,NA,0,NA,0,5188,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,0,0,12,19.4582679982343,0,0,0,0,0,0,0
Fourth Lake,benthic,FOU_34,41.88683333,-84.596,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,0,3404,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,0,0,12,82.0537346106313,0,0,0,0,0,0,0
Fourth Lake,Large mesh fyke net,10,41.8844,-84.59464,0,0,0,21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,143,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,13,0,NA,NA,NA,NA,NA,NA,NA
Fourth Lake,surface,FOU_08,41.88501667,-84.59385,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,0,506,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,0,0,13,94.820593515231,0,0,0,0,0,0,0
