lake,gear,sample,lat,long,Alosa_pseudoharengus,Ambloplites_rupestris,Ameiurus_melas,Ameiurus_natalis,Ameiurus_nebulosus,Amia_calva,Aplodinotus_grunniens,Catostomus_commersonii,Chrosomus_eos,Coregonus_artedi,Coregonus_clupeaformis,Cottidae,Cottus_cognatus,Culaea_inconstans,Cyprinella_spiloptera,Cyprinus_carpio,Dorosoma_cepedianum,Erimyzon_sucetta,Esox_americanus,Esox_lucius,Esox_masquinongy,Etheostoma_caeruleum,Etheostoma_exile,Etheostoma_nigrum,Fundulus_diaphanus,Hypentelium_nigricans,Ichthyomyzon_castaneus,Ictalurus_punctatus,Labidesthes_sicculus,Lepisosteus_oculatus,Lepisosteus_osseus,Lepomis_cyanellus,Lepomis_gibbosus,Lepomis_gulosus,Lepomis_macrochirus,Lepomis_megalotis,Lepomis_microlophus,Lota_lota,Luxilus_cornutus,Micropterus_dolomieu,Micropterus_salmoides,Morone_americana,Moxostoma_anisurum,Moxostoma_erythrurum,Moxostoma_macrolepidotum,Moxostoma_valenciennesi,Neogobius_melanostomus,Nocomis_biguttatus,Notemigonus_crysoleucas,Notropis_atherinoides,Notropis_heterodon,Notropis_heterolepis,Notropis_hudsonius,Notropis_stramineus,Notropis_volucellus,Noturus_gyrinus,Oncorhynchus_mykiss,Oncorhynchus_tshawytscha,Perca_flavescens,Percina_caprodes,Petromyzon_marinus,Pimephales_notatus,Pomoxis_nigromaculatus,Pungitius_pungitius,Rhinichthys_atratulus,Rhinichthys_cataractae,Salmo_salar,Salmo_trutta,Salvelinus_fontinalis,Salvelinus_fontinalis_._Salvelinus_namaycush,Salvelinus_namaycush,Sander_vitreus,Semotilus_atromaculatus,Umbra_limi,group,dist2trad,Acipenser_fulvescens,Coregonus_spp,Notropis_spp,Rhinichthys_obtusus,Pimephales_promelas,Ictiobus_cyprinellus,Percopsis_omiscomaycus,Percina_maculata,Noturus_flavus,Phoxinus_eos,Osmerus_mordax,Pomoxis_annularis,Phoxinus_neogaeus,Margariscus_margarita,Carassius_auratus,Hybognathus_hankinsoni,Alosa_spp,Ameiurus_spp,Luxilus_spp,Lepisosteus_spp,Cottus_spp,Oncorhynchus_spp,Salmo_spp,Ctenopharyngodon_spp,Sander_spp,Esox_spp,Ichthyomyzon_spp,Moxostoma_spp,Coregonus_pidschian,Noturus_miurus
Dumont Lake,benthic,DUM_27,42.59561667,-85.86671667,NA,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,38,138,0,0,NA,123,0,0,0,0,0,0,NA,46,0,NA,NA,0,853,18,1211,0,0,0,NA,0,85,0,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,21,NA,NA,0,0,0,147,0,0,NA,0,NA,0,0,NA,0,0,0,0,3,33.4773205688045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1069,1948,0,137,0,0,0,0,0,0,0,0,0,0
Dumont Lake,Experimental gillnet,2,42.59632,-85.85883,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dumont Lake,surface,DUM_19,42.59716667,-85.85846667,NA,61,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,0,11514,0,0,NA,0,0,0,0,0,188,0,NA,60,0,NA,NA,0,1033,0,4631,73,0,0,NA,0,1936,0,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,131,NA,NA,0,0,0,710,0,0,NA,0,NA,0,0,NA,0,0,0,0,4,98.6669801248013,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,1375,3514,0,407,0,0,0,0,0,0,0,0,0,0
Dumont Lake,benthic,DUM_20,42.59606667,-85.85816667,NA,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,0,581,0,0,NA,0,0,0,0,0,0,0,NA,0,0,NA,NA,0,0,0,12,0,0,0,NA,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,0,NA,0,0,NA,0,0,0,0,4,61.2845214634577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0
Dumont Lake,Experimental gillnet,3,42.59198,-85.8662,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dumont Lake,surface,DUM_37,42.5915,-85.86691667,NA,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,0,255,0,0,NA,0,0,0,0,0,0,0,NA,0,0,NA,NA,0,553,0,5795,0,0,0,NA,0,571,0,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,75,NA,NA,0,0,0,259,0,0,NA,0,NA,0,0,NA,0,0,0,0,5,79.393413141759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,587,0,79,0,0,0,0,0,0,0,0,0,0
Dumont Lake,benthic,DUM_38,42.59191667,-85.86645,NA,0,NA,NA,NA,0,0,202,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,NA,NA,0,0,0,18,0,0,0,NA,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,0,NA,0,0,NA,0,0,0,0,5,21.6920607156392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,42,0,0,0,0,0,0,0,0,0,0,0,0
Dumont Lake,Experimental gillnet,12,42.59323,-85.86109,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dumont Lake,surface,DUM_02,42.5936,-85.86135,NA,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,0,8892,0,0,NA,0,0,0,0,0,0,0,NA,0,0,NA,NA,0,217,0,1496,0,0,0,NA,0,412,0,NA,NA,NA,NA,0,0,126,0,0,0,0,NA,NA,31,NA,NA,0,0,0,0,0,0,NA,0,NA,0,0,NA,0,0,0,0,6,46.311363045559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486,763,0,101,0,0,0,0,0,0,0,0,0,0
Dumont Lake,benthic,DUM_23,42.59345,-85.86155,NA,0,NA,NA,NA,0,0,297,NA,NA,NA,NA,NA,0,0,415,0,0,NA,0,0,0,0,181,0,0,NA,0,0,NA,NA,0,0,0,211,0,0,0,NA,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,0,NA,0,0,NA,0,0,0,0,6,44.9745572054574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,889,0,0,0,0,0,0,0,0,0,0,0,0,0
Dumont Lake,benthic,DUM_46,42.59336667,-85.8604,NA,0,NA,NA,NA,0,0,235,NA,NA,NA,NA,NA,0,0,2299,0,0,NA,96,0,0,0,0,0,0,NA,0,0,NA,NA,0,0,0,65,0,0,0,NA,0,175,0,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,0,NA,0,0,NA,0,0,0,0,6,58.6325451496901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1063,0,0,28,0,0,0,0,0,0,0,0,0,0
Dumont Lake,surface,DUM_47,42.59373333,-85.86078333,NA,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,42,8263,0,0,NA,27,0,0,0,0,0,0,NA,187,0,NA,NA,16,294,0,4013,0,0,0,NA,0,1407,0,NA,NA,NA,NA,0,0,61,0,0,0,0,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,0,NA,0,0,NA,0,0,0,0,6,61.3171171389896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,424,0,57,0,0,0,0,0,0,0,0,0,0
Dumont Lake,Experimental gillnet,13,42.59352,-85.85585,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dumont Lake,surface,DUM_13,42.59268333,-85.85561667,NA,753,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,0,914,0,0,NA,0,0,0,0,0,0,0,NA,0,0,NA,NA,0,264,0,2163,0,0,0,NA,0,271,0,NA,NA,NA,NA,0,0,119,0,0,0,0,NA,NA,377,NA,NA,0,0,0,0,0,0,NA,0,NA,0,0,NA,0,0,0,0,7,94.8947572234827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,974,1522,0,0,0,0,0,0,0,0,0,0,0,0
Dumont Lake,benthic,DUM_14,42.59323333,-85.8548,NA,0,NA,NA,NA,0,0,81,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,0,NA,0,0,NA,0,0,0,0,7,91.8756957339644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,884,0,0,0,0,0,0,0,0,0,0,0,0,0
Dumont Lake,Large mesh fyke net,4,42.58993,-85.85282,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,22,1,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dumont Lake,surface,DUM_11,42.59016667,-85.85215,NA,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,0,140,0,0,NA,0,0,0,0,0,318,0,NA,0,0,NA,NA,0,3392,0,2038,0,0,0,NA,0,309,0,NA,NA,NA,NA,0,0,432,0,0,0,0,NA,NA,56,NA,NA,0,0,0,374,0,0,NA,0,NA,0,0,NA,0,0,0,0,9,60.9553432644521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298,471,0,0,0,0,0,0,0,0,0,0,0,0
Dumont Lake,Large mesh fyke net,5,42.59462,-85.87021,0,42,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,10,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dumont Lake,surface,DUM_29,42.59476667,-85.87025,NA,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,0,13,0,0,NA,0,0,0,0,0,53,0,NA,0,0,NA,NA,0,204,0,6076,29,0,0,NA,0,331,0,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,0,NA,NA,0,0,0,51,0,0,NA,0,NA,0,0,NA,0,0,0,0,10,16.6204346722783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,85,0,134,0,0,0,0,0,0,0,0,0,0
Dumont Lake,surface,DUM_30a,42.59431667,-85.87066667,NA,32,NA,NA,NA,0,0,100,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,0,0,80,0,0,NA,0,0,NA,NA,0,230,0,4651,0,0,0,NA,0,59,0,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,0,NA,0,0,NA,0,0,0,0,10,50.4007330881571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,255,0,833,0,0,0,0,0,0,0,0,0,0
Dumont Lake,benthic,DUM_31,42.59386667,-85.86978333,NA,0,NA,NA,NA,0,0,56,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,NA,NA,0,0,0,10,0,0,0,NA,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,0,NA,0,0,NA,0,0,0,0,10,90.7160108753438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dumont Lake,Large mesh fyke net,8,42.59408,-85.85307,0,7,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,22,0,228,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dumont Lake,surface,DUM_15,42.59343333,-85.85258333,NA,12,NA,NA,NA,42,0,0,NA,NA,NA,NA,NA,0,0,2301,0,27,NA,146,0,0,0,0,0,0,NA,0,0,NA,NA,0,264,0,1914,0,0,0,NA,0,620,0,NA,NA,NA,NA,0,0,312,0,262,0,0,NA,NA,110,NA,NA,0,0,0,0,0,0,NA,0,NA,0,0,NA,0,0,0,0,11,82.1942926125842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1166,788,0,26,0,0,0,0,0,0,0,0,0,0
Dumont Lake,Large mesh fyke net,9,42.59721,-85.85535,0,8,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,7,2,98,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dumont Lake,surface,DUM_17,42.59678333,-85.85441667,NA,144,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,135,976,0,0,NA,0,0,0,0,0,0,0,NA,0,0,NA,NA,0,3420,0,4764,0,0,0,NA,0,2008,0,NA,NA,NA,NA,0,0,91,0,0,0,0,NA,NA,185,NA,NA,0,0,0,72,0,0,NA,0,NA,0,0,NA,0,0,0,0,12,90.0778853150399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,48,0,83,0,0,0,0,0,0,0,0,0,0
Dumont Lake,benthic,DUM_18,42.59705,-85.85483333,NA,618,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,68,680,0,0,NA,0,0,0,0,0,0,0,NA,0,0,NA,NA,0,718,0,4952,0,0,0,NA,0,678,0,NA,NA,NA,NA,0,0,80,0,0,0,0,NA,NA,0,NA,NA,0,0,0,437,0,0,NA,0,NA,0,0,NA,0,0,48,0,12,45.9782130561978,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,238,377,0,0,0,0,0,0,0,0,0,0,0,0
Dumont Lake,Large mesh fyke net,10,42.59103,-85.86028,0,8,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,19,0,23,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dumont Lake,benthic,DUM_05,42.5905,-85.86065,NA,30,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,13,10543,0,0,NA,9,0,0,0,0,587,0,NA,0,0,NA,NA,0,457,11,3661,0,0,0,NA,0,53,0,NA,NA,NA,NA,0,0,15,0,0,0,0,NA,NA,107,NA,NA,0,0,0,385,0,0,NA,0,NA,0,0,NA,0,0,0,0,13,66.2467066652626,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,1018,460,0,162,0,0,0,0,0,0,0,0,0,0
Dumont Lake,Large mesh fyke net,11,42.59534,-85.86288,0,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,16,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dumont Lake,surface,DUM_24,42.5958,-85.86278333,NA,107,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,77,286,0,0,NA,110,0,0,0,0,182,0,NA,0,0,NA,NA,0,589,0,8131,0,0,0,NA,0,665,0,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,0,NA,NA,0,0,0,1443,0,0,NA,0,NA,0,0,NA,0,0,0,0,14,51.7118045836242,0,0,1014,0,0,0,0,0,0,0,0,0,0,0,0,0,744,270,0,8893,0,0,0,0,0,0,0,0,0,0
Dumont Lake,Large mesh fyke net,20,42.59051,-85.86353,0,2,0,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,77,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dumont Lake,surface,DUM_42,42.5913,-85.86385,NA,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,0,688,0,0,NA,0,0,0,0,0,0,0,NA,0,0,NA,NA,0,0,0,267,0,0,0,NA,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,0,NA,0,0,NA,0,0,0,0,15,91.6040644563637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,932,381,0,0,0,0,0,0,0,0,0,0,0,0
Dumont Lake,benthic,DUM_43,42.59071667,-85.8627,NA,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,NA,NA,0,0,0,362,0,0,0,NA,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,0,NA,0,0,NA,0,0,0,0,15,71.8908284851069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,90,0,61,0,0,0,0,0,0,0,0,0,0
Dumont Lake,Large mesh fyke net,21,42.5901,-85.85625,0,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,16,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dumont Lake,surface,DUM_07,42.59021667,-85.85693333,NA,137,NA,NA,NA,213,0,63,NA,NA,NA,NA,NA,0,57,228,0,0,NA,0,0,0,0,0,0,0,NA,0,0,NA,NA,0,372,0,1927,25,0,0,NA,0,381,0,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,25,NA,NA,0,0,0,348,0,0,NA,0,NA,0,0,NA,0,0,0,0,16,57.5661295346292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,1322,0,195,0,0,0,0,0,0,0,0,0,0
Dumont Lake,benthic,DUM_08,42.59033333,-85.85658333,NA,0,NA,NA,NA,0,0,93,NA,NA,NA,NA,NA,0,0,0,0,0,NA,252,0,0,0,0,0,0,NA,0,0,NA,NA,0,0,0,100,0,0,0,NA,0,18,0,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,0,NA,0,0,NA,0,0,0,0,16,37.6880716496439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,707,0,0,0,0,0,0,0,0,0,0,0,0,0
Dumont Lake,Large mesh fyke net,22,42.59555,-85.86063,0,5,0,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dumont Lake,surface,DUM_21,42.59535,-85.86141667,NA,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,140,4988,0,0,NA,0,0,0,0,0,0,0,NA,0,0,NA,NA,0,518,0,2310,0,0,0,NA,0,980,0,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,110,NA,NA,0,0,0,1301,0,0,NA,0,NA,0,0,NA,0,0,0,0,17,68.2805684240592,0,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,2331,237,0,0,0,0,0,0,0,0,0,0,0,0
Dumont Lake,Seine,19,42.59605,-85.8661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dumont Lake,surface,DUM_25,42.59618333,-85.86525,NA,123,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,66,196,0,0,NA,0,0,0,0,0,63,0,NA,182,0,NA,NA,0,719,0,2525,0,0,0,NA,0,846,0,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,93,NA,NA,0,0,0,1823,0,0,NA,0,NA,0,0,NA,0,0,0,0,19,71.3168984275376,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,817,438,0,166,0,0,0,0,0,0,0,0,0,0
Dumont Lake,surface,DUM_26,42.59561667,-85.86671667,NA,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,64,327,0,0,NA,0,0,0,0,0,38,0,NA,356,0,NA,NA,0,265,0,3122,0,0,0,NA,0,284,0,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,0,NA,NA,0,0,0,1770,0,0,NA,0,NA,0,0,NA,0,0,0,0,19,69.8479133685691,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,387,560,0,1232,0,0,0,0,0,0,0,0,0,0
Dumont Lake,benthic,DUM_27,42.59561667,-85.86671667,NA,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,38,138,0,0,NA,123,0,0,0,0,0,0,NA,46,0,NA,NA,0,853,18,1211,0,0,0,NA,0,85,0,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,21,NA,NA,0,0,0,147,0,0,NA,0,NA,0,0,NA,0,0,0,0,19,69.8479133685691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1069,1948,0,137,0,0,0,0,0,0,0,0,0,0
Dumont Lake,Small mesh fyke net,6,42.59474,-85.86241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dumont Lake,surface,DUM_22,42.59413333,-85.86178333,NA,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,0,1260,0,0,NA,0,0,0,0,0,0,0,NA,81,0,NA,NA,0,0,0,354,0,0,0,NA,0,86,0,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,81,NA,NA,0,0,0,0,0,0,NA,0,NA,0,0,NA,0,0,0,0,20,84.777264721977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,97,0,334,0,0,0,0,0,0,0,0,0,0
Dumont Lake,Small mesh fyke net,7,42.58975,-85.86227,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,3,0,13,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dumont Lake,surface,DUM_03,42.58995,-85.8625,NA,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,0,2376,0,0,NA,18,0,0,0,0,89,0,NA,0,0,NA,NA,0,50,15,295,0,0,0,NA,0,216,0,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,0,NA,NA,0,0,0,2347,0,0,NA,0,NA,0,0,NA,0,0,0,0,21,29.1548222078595,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,45,471,0,0,0,0,0,0,0,0,0,0,0,0
