"lake","gear","species","detect"
"Torch Lake","surface_12s","Amia_calva",0
"Torch Lake","benthic_12s","Amia_calva",0
"Torch Lake","surface_12s","Amia_calva",0
"Torch Lake","surface_12s","Amia_calva",0
"Walloon Lake","boomshocker","Amia_calva",0
"Walloon Lake","surface_12s","Amia_calva",0
"Walloon Lake","experimental gillnet","Amia_calva",0
"Walloon Lake","benthic_12s","Amia_calva",0
"Walloon Lake","experimental gillnet","Amia_calva",0
"Walloon Lake","benthic_12s","Amia_calva",0
"Walloon Lake","experimental gillnet","Amia_calva",0
"Walloon Lake","surface_12s","Amia_calva",0
"Walloon Lake","large mesh fyke net","Amia_calva",0
"Walloon Lake","surface_12s","Amia_calva",0
"Walloon Lake","large mesh fyke net","Amia_calva",0
"Walloon Lake","benthic_12s","Amia_calva",0
"Walloon Lake","large mesh fyke net","Amia_calva",0
"Walloon Lake","surface_12s","Amia_calva",0
"Walloon Lake","large mesh fyke net","Amia_calva",0
"Walloon Lake","surface_12s","Amia_calva",0
"Walloon Lake","small mesh fyke net","Amia_calva",0
"Walloon Lake","surface_12s","Amia_calva",0
"Walloon Lake","small mesh fyke net","Amia_calva",0
"Walloon Lake","surface_12s","Amia_calva",0
"Walloon Lake","trap net","Amia_calva",0
"Walloon Lake","surface_12s","Amia_calva",0
"Walloon Lake","benthic_12s","Amia_calva",0
"Walloon Lake","trap net","Amia_calva",0
"Walloon Lake","surface_12s","Amia_calva",0
"Walloon Lake","trap net","Amia_calva",0
"Walloon Lake","surface_12s","Amia_calva",0
"Walloon Lake","trap net","Amia_calva",0
"Walloon Lake","surface_12s","Amia_calva",0
"Walloon Lake","trap net","Amia_calva",0
"Walloon Lake","surface_12s","Amia_calva",0
"Walloon Lake","trap net","Amia_calva",0
"Walloon Lake","surface_12s","Amia_calva",0
"Walloon Lake","benthic_12s","Amia_calva",0
"Walloon Lake","boomshocker","Amia_calva",0
"Walloon Lake","boomshocker","Amia_calva",0
"Walloon Lake","boomshocker","Amia_calva",0
"Walloon Lake","boomshocker","Amia_calva",0
"Walloon Lake","boomshocker","Amia_calva",0
"Walloon Lake","experimental gillnet","Amia_calva",0
"Walloon Lake","experimental gillnet","Amia_calva",0
"Walloon Lake","experimental gillnet","Amia_calva",0
"Walloon Lake","experimental gillnet","Amia_calva",0
"Walloon Lake","experimental gillnet","Amia_calva",0
"Walloon Lake","experimental gillnet","Amia_calva",0
"Walloon Lake","experimental gillnet","Amia_calva",0
"Walloon Lake","experimental gillnet","Amia_calva",0
"Walloon Lake","experimental gillnet","Amia_calva",0
"Walloon Lake","experimental gillnet","Amia_calva",0
"Walloon Lake","experimental gillnet","Amia_calva",0
"Walloon Lake","experimental gillnet","Amia_calva",0
"Walloon Lake","experimental gillnet","Amia_calva",0
"Walloon Lake","experimental gillnet","Amia_calva",0
"Walloon Lake","experimental gillnet","Amia_calva",0
"Walloon Lake","large mesh fyke net","Amia_calva",0
"Walloon Lake","large mesh fyke net","Amia_calva",0
"Walloon Lake","large mesh fyke net","Amia_calva",0
"Walloon Lake","large mesh fyke net","Amia_calva",0
"Walloon Lake","large mesh fyke net","Amia_calva",0
"Walloon Lake","large mesh fyke net","Amia_calva",0
"Walloon Lake","large mesh fyke net","Amia_calva",0
"Walloon Lake","large mesh fyke net","Amia_calva",0
"Walloon Lake","large mesh fyke net","Amia_calva",0
"Walloon Lake","large mesh fyke net","Amia_calva",0
"Walloon Lake","large mesh fyke net","Amia_calva",0
"Walloon Lake","large mesh fyke net","Amia_calva",0
"Walloon Lake","large mesh fyke net","Amia_calva",0
"Walloon Lake","large mesh fyke net","Amia_calva",0
"Walloon Lake","seine","Amia_calva",0
"Walloon Lake","seine","Amia_calva",0
"Walloon Lake","seine","Amia_calva",0
"Walloon Lake","seine","Amia_calva",0
"Walloon Lake","seine","Amia_calva",0
"Walloon Lake","seine","Amia_calva",0
"Walloon Lake","seine","Amia_calva",0
"Walloon Lake","small mesh fyke net","Amia_calva",0
"Walloon Lake","small mesh fyke net","Amia_calva",0
"Walloon Lake","small mesh fyke net","Amia_calva",0
"Walloon Lake","small mesh fyke net","Amia_calva",0
"Walloon Lake","small mesh fyke net","Amia_calva",0
"Walloon Lake","small mesh fyke net","Amia_calva",0
"Walloon Lake","small mesh fyke net","Amia_calva",0
"Walloon Lake","trap net","Amia_calva",0
"Walloon Lake","trap net","Amia_calva",0
"Walloon Lake","trap net","Amia_calva",0
"Walloon Lake","trap net","Amia_calva",0
"Walloon Lake","trap net","Amia_calva",0
"Walloon Lake","trap net","Amia_calva",0
"Walloon Lake","trap net","Amia_calva",0
"Walloon Lake","trap net","Amia_calva",0
"Walloon Lake","trap net","Amia_calva",0
"Walloon Lake","trap net","Amia_calva",0
"Walloon Lake","trap net","Amia_calva",0
"Walloon Lake","trap net","Amia_calva",0
"Walloon Lake","surface_12s","Amia_calva",0
"Walloon Lake","surface_12s","Amia_calva",0
"Walloon Lake","surface_12s","Amia_calva",0
"Walloon Lake","surface_12s","Amia_calva",0
"Walloon Lake","surface_12s","Amia_calva",0
"Walloon Lake","benthic_12s","Amia_calva",0
"Walloon Lake","benthic_12s","Amia_calva",0
"Walloon Lake","surface_12s","Amia_calva",0
"Walloon Lake","benthic_12s","Amia_calva",0
"Walloon Lake","surface_12s","Amia_calva",0
"Walloon Lake","benthic_12s","Amia_calva",0
"Walloon Lake","surface_12s","Amia_calva",0
"Walloon Lake","surface_12s","Amia_calva",0
"Walloon Lake","benthic_12s","Amia_calva",0
"Walloon Lake","surface_12s","Amia_calva",0
"Walloon Lake","surface_12s","Amia_calva",0
"Walloon Lake","surface_12s","Amia_calva",0
"Walloon Lake","surface_12s","Amia_calva",0
"Walloon Lake","benthic_12s","Amia_calva",0
"Walloon Lake","surface_12s","Amia_calva",0
"Walloon Lake","surface_12s","Amia_calva",0
"Walloon Lake","benthic_12s","Amia_calva",0
"Walloon Lake","surface_12s","Amia_calva",0
"Walloon Lake","benthic_12s","Amia_calva",0
"Walloon Lake","surface_12s","Amia_calva",0
"Walloon Lake","surface_12s","Amia_calva",0
"Walloon Lake","surface_12s","Amia_calva",0
"Walloon Lake","benthic_12s","Amia_calva",0
"Walloon Lake","surface_12s","Amia_calva",0
"Walloon Lake","surface_12s","Amia_calva",0
"Walloon Lake","benthic_12s","Amia_calva",0
"Walloon Lake","surface_12s","Amia_calva",0
"Walloon Lake","benthic_12s","Amia_calva",0
"Walloon Lake","surface_12s","Amia_calva",0
"Walloon Lake","benthic_12s","Amia_calva",0
"Walloon Lake","benthic_12s","Amia_calva",0
"Walloon Lake","surface_12s","Amia_calva",0
"Walloon Lake","surface_12s","Amia_calva",0
"Walloon Lake","surface_12s","Amia_calva",0
"Walloon Lake","surface_12s","Amia_calva",0
"Walloon Lake","surface_12s","Amia_calva",0
"Walloon Lake","surface_12s","Amia_calva",0
"Walloon Lake","surface_12s","Amia_calva",0
"Walloon Lake","surface_12s","Amia_calva",0
"Walloon Lake","surface_12s","Amia_calva",0
"Walloon Lake","surface_12s","Amia_calva",1
"Brevoort Lake","surface_16s","Amia_calva",0
"Brevoort Lake","surface_16s","Amia_calva",1
"Brevoort Lake","surface_16s","Amia_calva",0
"Brevoort Lake","surface_16s","Amia_calva",1
"Brevoort Lake","surface_16s","Amia_calva",0
"Brevoort Lake","surface_16s","Amia_calva",0
"Brevoort Lake","benthic_16s","Amia_calva",0
"Brevoort Lake","surface_16s","Amia_calva",1
"Brevoort Lake","benthic_16s","Amia_calva",0
"Brevoort Lake","surface_16s","Amia_calva",0
"Brevoort Lake","surface_16s","Amia_calva",0
"Brevoort Lake","benthic_16s","Amia_calva",0
"Brevoort Lake","surface_16s","Amia_calva",0
"Brevoort Lake","surface_16s","Amia_calva",0
"Brevoort Lake","benthic_16s","Amia_calva",0
"Brevoort Lake","surface_16s","Amia_calva",0
"Brevoort Lake","surface_16s","Amia_calva",0
"Brevoort Lake","surface_16s","Amia_calva",0
"Brevoort Lake","surface_16s","Amia_calva",0
"Brevoort Lake","benthic_16s","Amia_calva",0
"Brevoort Lake","surface_16s","Amia_calva",0
"Brevoort Lake","benthic_16s","Amia_calva",0
"Brevoort Lake","surface_16s","Amia_calva",0
"Brevoort Lake","surface_16s","Amia_calva",0
"Brevoort Lake","benthic_16s","Amia_calva",0
"Brevoort Lake","surface_16s","Amia_calva",1
"Brevoort Lake","benthic_16s","Amia_calva",1
"Brevoort Lake","surface_16s","Amia_calva",0
"Brevoort Lake","benthic_16s","Amia_calva",0
"Brevoort Lake","surface_16s","Amia_calva",0
"Brevoort Lake","surface_16s","Amia_calva",0
"Brevoort Lake","surface_16s","Amia_calva",0
"Brevoort Lake","surface_16s","Amia_calva",0
"Brevoort Lake","benthic_16s","Amia_calva",0
"Brevoort Lake","surface_16s","Amia_calva",0
"Brevoort Lake","surface_16s","Amia_calva",0
"Brevoort Lake","surface_16s","Amia_calva",0
"Brevoort Lake","benthic_16s","Amia_calva",0
"Brevoort Lake","surface_16s","Amia_calva",0
"Cass Lake","benthic_16s","Amia_calva",0
"Cass Lake","surface_16s","Amia_calva",0
"Cass Lake","surface_16s","Amia_calva",0
"Cass Lake","surface_16s","Amia_calva",0
"Cass Lake","benthic_16s","Amia_calva",1
"Cass Lake","benthic_16s","Amia_calva",0
"Cass Lake","surface_16s","Amia_calva",1
"Cass Lake","benthic_16s","Amia_calva",1
"Cass Lake","benthic_16s","Amia_calva",0
"Cass Lake","surface_16s","Amia_calva",0
"Cass Lake","surface_16s","Amia_calva",0
"Cass Lake","surface_16s","Amia_calva",1
"Cass Lake","surface_16s","Amia_calva",0
"Cass Lake","benthic_16s","Amia_calva",0
"Cass Lake","benthic_16s","Amia_calva",0
"Cass Lake","surface_16s","Amia_calva",0
"Cass Lake","surface_16s","Amia_calva",0
"Cass Lake","surface_16s","Amia_calva",0
"Cass Lake","surface_16s","Amia_calva",1
"Cass Lake","surface_16s","Amia_calva",0
"Cass Lake","surface_16s","Amia_calva",0
"Cass Lake","surface_16s","Amia_calva",0
"Cass Lake","benthic_16s","Amia_calva",0
"Cass Lake","surface_16s","Amia_calva",0
"Cass Lake","surface_16s","Amia_calva",0
"Cass Lake","surface_16s","Amia_calva",0
"Cass Lake","benthic_16s","Amia_calva",0
"Cass Lake","surface_16s","Amia_calva",0
"Cass Lake","surface_16s","Amia_calva",1
"Cass Lake","surface_16s","Amia_calva",0
"Cass Lake","surface_16s","Amia_calva",1
"Cass Lake","benthic_16s","Amia_calva",0
"Cass Lake","benthic_16s","Amia_calva",0
"Cass Lake","surface_16s","Amia_calva",0
"Cass Lake","surface_16s","Amia_calva",0
"Cass Lake","surface_16s","Amia_calva",0
"Cass Lake","surface_16s","Amia_calva",0
"Cass Lake","benthic_16s","Amia_calva",0
"Cass Lake","surface_16s","Amia_calva",0
"Cass Lake","surface_16s","Amia_calva",0
"Dumont Lake","surface_16s","Amia_calva",0
"Dumont Lake","surface_16s","Amia_calva",0
"Dumont Lake","surface_16s","Amia_calva",0
"Dumont Lake","benthic_16s","Amia_calva",0
"Dumont Lake","surface_16s","Amia_calva",0
"Dumont Lake","benthic_16s","Amia_calva",0
"Dumont Lake","surface_16s","Amia_calva",0
"Dumont Lake","benthic_16s","Amia_calva",0
"Dumont Lake","surface_16s","Amia_calva",0
"Dumont Lake","benthic_16s","Amia_calva",0
"Dumont Lake","benthic_16s","Amia_calva",0
"Dumont Lake","surface_16s","Amia_calva",0
"Dumont Lake","surface_16s","Amia_calva",0
"Dumont Lake","benthic_16s","Amia_calva",0
"Dumont Lake","surface_16s","Amia_calva",0
"Dumont Lake","surface_16s","Amia_calva",0
"Dumont Lake","surface_16s","Amia_calva",0
"Dumont Lake","benthic_16s","Amia_calva",0
"Dumont Lake","surface_16s","Amia_calva",1
"Dumont Lake","surface_16s","Amia_calva",0
"Dumont Lake","benthic_16s","Amia_calva",0
"Dumont Lake","benthic_16s","Amia_calva",0
"Dumont Lake","surface_16s","Amia_calva",0
"Dumont Lake","surface_16s","Amia_calva",0
"Dumont Lake","benthic_16s","Amia_calva",0
"Dumont Lake","surface_16s","Amia_calva",1
"Dumont Lake","benthic_16s","Amia_calva",0
"Dumont Lake","surface_16s","Amia_calva",0
"Dumont Lake","surface_16s","Amia_calva",0
"Dumont Lake","surface_16s","Amia_calva",0
"Dumont Lake","benthic_16s","Amia_calva",0
"Dumont Lake","surface_16s","Amia_calva",0
"Dumont Lake","surface_16s","Amia_calva",0
"Dumont Lake","surface_16s","Amia_calva",1
"Dumont Lake","surface_16s","Amia_calva",0
"Dumont Lake","surface_16s","Amia_calva",1
"Dumont Lake","benthic_16s","Amia_calva",0
"Dumont Lake","surface_16s","Amia_calva",0
"Dumont Lake","surface_16s","Amia_calva",1
"Dumont Lake","surface_16s","Amia_calva",0
"Dumont Lake","benthic_16s","Amia_calva",0
"Dumont Lake","surface_16s","Amia_calva",0
"Dumont Lake","surface_16s","Amia_calva",0
"Dumont Lake","benthic_16s","Amia_calva",0
"Dumont Lake","surface_16s","Amia_calva",1
"Dumont Lake","surface_16s","Amia_calva",0
"Dumont Lake","surface_16s","Amia_calva",0
"Dumont Lake","benthic_16s","Amia_calva",0
"Dumont Lake","surface_16s","Amia_calva",0
"Dumont Lake","surface_16s","Amia_calva",0
"Dumont Lake","surface_16s","Amia_calva",0
"Dumont Lake","benthic_16s","Amia_calva",0
"Five Channels Impoundment","surface_16s","Amia_calva",1
"Five Channels Impoundment","benthic_16s","Amia_calva",1
"Five Channels Impoundment","surface_16s","Amia_calva",1
"Five Channels Impoundment","surface_16s","Amia_calva",1
"Five Channels Impoundment","surface_16s","Amia_calva",1
"Five Channels Impoundment","surface_16s","Amia_calva",1
"Five Channels Impoundment","benthic_16s","Amia_calva",0
"Five Channels Impoundment","surface_16s","Amia_calva",1
"Five Channels Impoundment","surface_16s","Amia_calva",0
"Five Channels Impoundment","benthic_16s","Amia_calva",0
"Five Channels Impoundment","surface_16s","Amia_calva",1
"Five Channels Impoundment","benthic_16s","Amia_calva",1
"Five Channels Impoundment","surface_16s","Amia_calva",1
"Five Channels Impoundment","surface_16s","Amia_calva",1
"Five Channels Impoundment","surface_16s","Amia_calva",1
"Five Channels Impoundment","surface_16s","Amia_calva",1
"Five Channels Impoundment","benthic_16s","Amia_calva",1
"Five Channels Impoundment","surface_16s","Amia_calva",1
"Five Channels Impoundment","benthic_16s","Amia_calva",1
"Five Channels Impoundment","surface_16s","Amia_calva",0
"Five Channels Impoundment","surface_16s","Amia_calva",1
"Five Channels Impoundment","benthic_16s","Amia_calva",1
"Five Channels Impoundment","surface_16s","Amia_calva",1
"Five Channels Impoundment","surface_16s","Amia_calva",1
"Five Channels Impoundment","surface_16s","Amia_calva",0
"Five Channels Impoundment","surface_16s","Amia_calva",1
"Five Channels Impoundment","benthic_16s","Amia_calva",1
"Five Channels Impoundment","surface_16s","Amia_calva",1
"Five Channels Impoundment","surface_16s","Amia_calva",1
"Five Channels Impoundment","surface_16s","Amia_calva",0
"Five Channels Impoundment","benthic_16s","Amia_calva",1
"Five Channels Impoundment","surface_16s","Amia_calva",1
"Five Channels Impoundment","surface_16s","Amia_calva",1
"Five Channels Impoundment","surface_16s","Amia_calva",1
"Five Channels Impoundment","benthic_16s","Amia_calva",0
"Five Channels Impoundment","surface_16s","Amia_calva",1
"Five Channels Impoundment","benthic_16s","Amia_calva",0
"Five Channels Impoundment","surface_16s","Amia_calva",1
"Five Channels Impoundment","surface_16s","Amia_calva",0
"Five Channels Impoundment","benthic_16s","Amia_calva",1
"Five Channels Impoundment","surface_16s","Amia_calva",0
"Five Channels Impoundment","benthic_16s","Amia_calva",1
"Five Channels Impoundment","surface_16s","Amia_calva",0
"Five Channels Impoundment","benthic_16s","Amia_calva",1
"Five Channels Impoundment","surface_16s","Amia_calva",1
"Five Channels Impoundment","surface_16s","Amia_calva",0
"Five Channels Impoundment","surface_16s","Amia_calva",1
"Five Channels Impoundment","surface_16s","Amia_calva",1
"Five Channels Impoundment","surface_16s","Amia_calva",1
"Five Channels Impoundment","surface_16s","Amia_calva",1
"Five Channels Impoundment","benthic_16s","Amia_calva",1
"Five Channels Impoundment","surface_16s","Amia_calva",1
"Five Channels Impoundment","surface_16s","Amia_calva",0
"Five Channels Impoundment","benthic_16s","Amia_calva",1
"Five Channels Impoundment","surface_16s","Amia_calva",1
"Five Channels Impoundment","surface_16s","Amia_calva",1
"Five Channels Impoundment","surface_16s","Amia_calva",0
"Five Channels Impoundment","surface_16s","Amia_calva",1
"Five Channels Impoundment","benthic_16s","Amia_calva",1
"Five Channels Impoundment","benthic_16s","Amia_calva",1
"Five Channels Impoundment","surface_16s","Amia_calva",0
"Five Channels Impoundment","surface_16s","Amia_calva",1
"Five Channels Impoundment","surface_16s","Amia_calva",1
"Five Channels Impoundment","benthic_16s","Amia_calva",0
"Five Channels Impoundment","surface_16s","Amia_calva",0
"Five Channels Impoundment","surface_16s","Amia_calva",1
"Five Channels Impoundment","surface_16s","Amia_calva",1
"Five Channels Impoundment","benthic_16s","Amia_calva",0
"Five Channels Impoundment","surface_16s","Amia_calva",1
"Five Channels Impoundment","surface_16s","Amia_calva",1
"Five Channels Impoundment","surface_16s","Amia_calva",1
"Five Channels Impoundment","benthic_16s","Amia_calva",1
"Five Channels Impoundment","surface_16s","Amia_calva",0
"Fourth Lake","surface_16s","Amia_calva",0
"Fourth Lake","surface_16s","Amia_calva",0
"Fourth Lake","surface_16s","Amia_calva",0
"Fourth Lake","benthic_16s","Amia_calva",0
"Fourth Lake","benthic_16s","Amia_calva",1
"Fourth Lake","surface_16s","Amia_calva",0
"Fourth Lake","surface_16s","Amia_calva",0
"Fourth Lake","surface_16s","Amia_calva",0
"Fourth Lake","surface_16s","Amia_calva",0
"Fourth Lake","benthic_16s","Amia_calva",1
"Fourth Lake","benthic_16s","Amia_calva",0
"Fourth Lake","surface_16s","Amia_calva",0
"Fourth Lake","surface_16s","Amia_calva",0
"Fourth Lake","benthic_16s","Amia_calva",1
"Fourth Lake","benthic_16s","Amia_calva",0
"Fourth Lake","benthic_16s","Amia_calva",0
"Fourth Lake","surface_16s","Amia_calva",0
"Fourth Lake","surface_16s","Amia_calva",0
"Fourth Lake","surface_16s","Amia_calva",0
"Fourth Lake","benthic_16s","Amia_calva",1
"Fourth Lake","benthic_16s","Amia_calva",0
"Fourth Lake","surface_16s","Amia_calva",0
"Fourth Lake","surface_16s","Amia_calva",0
"Fourth Lake","surface_16s","Amia_calva",0
"Fourth Lake","benthic_16s","Amia_calva",0
"Fourth Lake","surface_16s","Amia_calva",0
"Fourth Lake","surface_16s","Amia_calva",0
"Fourth Lake","surface_16s","Amia_calva",0
"Fourth Lake","surface_16s","Amia_calva",0
"Fourth Lake","benthic_16s","Amia_calva",1
"Fourth Lake","surface_16s","Amia_calva",0
"Fourth Lake","surface_16s","Amia_calva",0
"Fourth Lake","surface_16s","Amia_calva",0
"Fourth Lake","benthic_16s","Amia_calva",0
"Fourth Lake","benthic_16s","Amia_calva",0
"Fourth Lake","surface_16s","Amia_calva",0
"Fourth Lake","surface_16s","Amia_calva",0
"Fourth Lake","surface_16s","Amia_calva",0
"Fourth Lake","benthic_16s","Amia_calva",0
"Fourth Lake","benthic_16s","Amia_calva",0
"Fourth Lake","surface_16s","Amia_calva",0
"Fourth Lake","surface_16s","Amia_calva",0
"Fourth Lake","surface_16s","Amia_calva",0
"Fourth Lake","benthic_16s","Amia_calva",0
"Fourth Lake","benthic_16s","Amia_calva",0
"Fourth Lake","surface_16s","Amia_calva",0
"Fourth Lake","surface_16s","Amia_calva",1
"Fourth Lake","surface_16s","Amia_calva",0
"Fourth Lake","surface_16s","Amia_calva",0
"Fourth Lake","surface_16s","Amia_calva",0
"Fourth Lake","surface_16s","Amia_calva",0
"Fourth Lake","surface_16s","Amia_calva",0
"Fourth Lake","surface_16s","Amia_calva",0
"Fourth Lake","benthic_16s","Amia_calva",1
"Fourth Lake","benthic_16s","Amia_calva",0
"Fourth Lake","surface_16s","Amia_calva",0
"Fourth Lake","surface_16s","Amia_calva",0
"Fourth Lake","surface_16s","Amia_calva",0
"Fourth Lake","surface_16s","Amia_calva",0
"Fourth Lake","benthic_16s","Amia_calva",0
"Fourth Lake","benthic_16s","Amia_calva",1
"Fourth Lake","surface_16s","Amia_calva",0
"Fourth Lake","surface_16s","Amia_calva",0
"Fourth Lake","surface_16s","Amia_calva",0
"Fourth Lake","benthic_16s","Amia_calva",1
"Fourth Lake","benthic_16s","Amia_calva",0
"Fourth Lake","surface_16s","Amia_calva",0
"Fourth Lake","surface_16s","Amia_calva",0
"Fourth Lake","surface_16s","Amia_calva",0
"Fourth Lake","surface_16s","Amia_calva",0
"Fourth Lake","surface_16s","Amia_calva",0
"Fourth Lake","surface_16s","Amia_calva",0
"Fourth Lake","surface_16s","Amia_calva",0
"Fourth Lake","benthic_16s","Amia_calva",0
"Fourth Lake","benthic_16s","Amia_calva",1
"Fourth Lake","surface_16s","Amia_calva",0
"Fourth Lake","surface_16s","Amia_calva",1
"Fourth Lake","surface_16s","Amia_calva",0
"Fourth Lake","surface_16s","Amia_calva",0
"Fourth Lake","surface_16s","Amia_calva",1
"Fourth Lake","benthic_16s","Amia_calva",0
"Fourth Lake","surface_16s","Amia_calva",0
"Fourth Lake","surface_16s","Amia_calva",0
"Fourth Lake","surface_16s","Amia_calva",0
"Fourth Lake","benthic_16s","Amia_calva",0
"Fourth Lake","benthic_16s","Amia_calva",0
"Fourth Lake","surface_16s","Amia_calva",0
"Fourth Lake","surface_16s","Amia_calva",0
"Fourth Lake","benthic_16s","Amia_calva",1
"Fourth Lake","surface_16s","Amia_calva",0
"Fourth Lake","surface_16s","Amia_calva",0
"Fourth Lake","surface_16s","Amia_calva",0
"Fourth Lake","surface_16s","Amia_calva",0
"Fourth Lake","benthic_16s","Amia_calva",0
"Fourth Lake","surface_16s","Amia_calva",0
"Fourth Lake","surface_16s","Amia_calva",1
"Fourth Lake","benthic_16s","Amia_calva",1
"Haithco Lake","surface_16s","Amia_calva",0
"Haithco Lake","benthic_16s","Amia_calva",0
"Haithco Lake","surface_16s","Amia_calva",0
"Haithco Lake","surface_16s","Amia_calva",0
"Haithco Lake","surface_16s","Amia_calva",0
"Haithco Lake","surface_16s","Amia_calva",0
"Haithco Lake","benthic_16s","Amia_calva",0
"Haithco Lake","surface_16s","Amia_calva",0
"Haithco Lake","surface_16s","Amia_calva",0
"Haithco Lake","surface_16s","Amia_calva",0
"Haithco Lake","benthic_16s","Amia_calva",0
"Haithco Lake","surface_16s","Amia_calva",0
"Haithco Lake","surface_16s","Amia_calva",0
"Haithco Lake","surface_16s","Amia_calva",0
"Haithco Lake","surface_16s","Amia_calva",0
"Haithco Lake","benthic_16s","Amia_calva",0
"Haithco Lake","surface_16s","Amia_calva",0
"Haithco Lake","benthic_16s","Amia_calva",0
"Haithco Lake","surface_16s","Amia_calva",0
"Haithco Lake","benthic_16s","Amia_calva",0
"Haithco Lake","surface_16s","Amia_calva",0
"Haithco Lake","benthic_16s","Amia_calva",0
"Haithco Lake","surface_16s","Amia_calva",0
"Haithco Lake","surface_16s","Amia_calva",0
"Haithco Lake","benthic_16s","Amia_calva",0
"Haithco Lake","surface_16s","Amia_calva",0
"Haithco Lake","surface_16s","Amia_calva",0
"Haithco Lake","surface_16s","Amia_calva",0
"Haithco Lake","surface_16s","Amia_calva",0
"Haithco Lake","benthic_16s","Amia_calva",0
"Haithco Lake","surface_16s","Amia_calva",0
"Haithco Lake","benthic_16s","Amia_calva",0
"Haithco Lake","surface_16s","Amia_calva",0
"Haithco Lake","benthic_16s","Amia_calva",0
"Haithco Lake","surface_16s","Amia_calva",0
"Haithco Lake","benthic_16s","Amia_calva",0
"Haithco Lake","surface_16s","Amia_calva",0
"Haithco Lake","surface_16s","Amia_calva",0
"Haithco Lake","benthic_16s","Amia_calva",0
"Haithco Lake","surface_16s","Amia_calva",0
"Haithco Lake","surface_16s","Amia_calva",0
"Haithco Lake","surface_16s","Amia_calva",0
"Haithco Lake","surface_16s","Amia_calva",0
"Haithco Lake","benthic_16s","Amia_calva",0
"Haithco Lake","surface_16s","Amia_calva",0
"Haithco Lake","benthic_16s","Amia_calva",0
"Haithco Lake","surface_16s","Amia_calva",0
"Haithco Lake","surface_16s","Amia_calva",0
"Haithco Lake","benthic_16s","Amia_calva",0
"Haithco Lake","surface_16s","Amia_calva",0
"Haithco Lake","benthic_16s","Amia_calva",0
"Haithco Lake","surface_16s","Amia_calva",0
"Haithco Lake","surface_16s","Amia_calva",0
"Haithco Lake","benthic_16s","Amia_calva",0
"Haithco Lake","surface_16s","Amia_calva",0
"Haithco Lake","benthic_16s","Amia_calva",0
"Haithco Lake","surface_16s","Amia_calva",0
"Haithco Lake","surface_16s","Amia_calva",0
"Haithco Lake","surface_16s","Amia_calva",0
"Haithco Lake","benthic_16s","Amia_calva",0
"Haithco Lake","surface_16s","Amia_calva",0
"Haithco Lake","surface_16s","Amia_calva",0
"Haithco Lake","surface_16s","Amia_calva",0
"Haithco Lake","surface_16s","Amia_calva",0
"Haithco Lake","benthic_16s","Amia_calva",0
"Haithco Lake","surface_16s","Amia_calva",0
"Haithco Lake","surface_16s","Amia_calva",0
"Haithco Lake","surface_16s","Amia_calva",0
"Haithco Lake","benthic_16s","Amia_calva",0
"Haithco Lake","surface_16s","Amia_calva",0
"Haithco Lake","surface_16s","Amia_calva",0
"Haithco Lake","surface_16s","Amia_calva",0
"Haithco Lake","surface_16s","Amia_calva",0
"Haithco Lake","benthic_16s","Amia_calva",0
"Haithco Lake","surface_16s","Amia_calva",0
"Haithco Lake","surface_16s","Amia_calva",0
"Haithco Lake","surface_16s","Amia_calva",0
"Haithco Lake","benthic_16s","Amia_calva",0
"Haithco Lake","surface_16s","Amia_calva",0
"Haithco Lake","benthic_16s","Amia_calva",0
"Haithco Lake","surface_16s","Amia_calva",0
"Holloway Reservoir","surface_16s","Amia_calva",0
"Holloway Reservoir","surface_16s","Amia_calva",0
"Holloway Reservoir","surface_16s","Amia_calva",0
"Holloway Reservoir","surface_16s","Amia_calva",0
"Holloway Reservoir","benthic_16s","Amia_calva",0
"Holloway Reservoir","surface_16s","Amia_calva",0
"Holloway Reservoir","surface_16s","Amia_calva",0
"Holloway Reservoir","surface_16s","Amia_calva",0
"Holloway Reservoir","benthic_16s","Amia_calva",0
"Holloway Reservoir","surface_16s","Amia_calva",0
"Holloway Reservoir","surface_16s","Amia_calva",0
"Holloway Reservoir","benthic_16s","Amia_calva",0
"Holloway Reservoir","surface_16s","Amia_calva",0
"Holloway Reservoir","benthic_16s","Amia_calva",0
"Holloway Reservoir","benthic_16s","Amia_calva",0
"Holloway Reservoir","surface_16s","Amia_calva",0
"Holloway Reservoir","surface_16s","Amia_calva",0
"Holloway Reservoir","surface_16s","Amia_calva",0
"Holloway Reservoir","benthic_16s","Amia_calva",0
"Holloway Reservoir","surface_16s","Amia_calva",0
"Holloway Reservoir","surface_16s","Amia_calva",0
"Holloway Reservoir","benthic_16s","Amia_calva",0
"Holloway Reservoir","surface_16s","Amia_calva",0
"Holloway Reservoir","surface_16s","Amia_calva",0
"Holloway Reservoir","surface_16s","Amia_calva",0
"Holloway Reservoir","benthic_16s","Amia_calva",0
"Holloway Reservoir","surface_16s","Amia_calva",0
"Holloway Reservoir","surface_16s","Amia_calva",0
"Holloway Reservoir","benthic_16s","Amia_calva",0
"Holloway Reservoir","benthic_16s","Amia_calva",0
"Holloway Reservoir","surface_16s","Amia_calva",0
"Holloway Reservoir","surface_16s","Amia_calva",0
"Holloway Reservoir","benthic_16s","Amia_calva",0
"Holloway Reservoir","surface_16s","Amia_calva",0
"Holloway Reservoir","surface_16s","Amia_calva",0
"Holloway Reservoir","surface_16s","Amia_calva",0
